State,County,% Adults with Obesity,% Excessive Drinking,Chlamydia Rate,% Drive Alone to Work
Illinois,Wayne,29,21,121.2,83
Illinois,White,29,21,150.7,86
Illinois,Whiteside,36,22,402.7,84
Illinois,Will,34,22,422.7,83
Illinois,Williamson,29,22,267.3,85
Illinois,Winnebago,30,19,740.2,83
Illinois,Woodford,31,24,206.6,86
Illinois,,34,19,523.9,83
Indiana,Adams,36,17,219.8,74
Indiana,Allen,34,16,684.1,84
Indiana,Bartholomew,32,16,342.5,84
Indiana,Benton,36,18,209.0,81
Indiana,Blackford,29,18,350.7,85
Indiana,Boone,27,21,223.1,84
Indiana,Brown,32,19,106.4,81
Indiana,Carroll,41,18,259.5,85
Indiana,Cass,35,17,468.5,84
Indiana,Clark,38,18,378.7,86
Indiana,Clay,34,18,335.9,83
Indiana,Clinton,37,17,365.1,81
Indiana,Crawford,32,17,255.5,81
Indiana,Daviess,30,17,250.7,73
Indiana,Dearborn,32,19,187.0,86
Indiana,Decatur,34,18,299.2,84
Indiana,DeKalb,31,17,322.2,86
Indiana,Delaware,34,16,698.9,79
Indiana,Dubois,32,18,235.0,89
Indiana,Elkhart,34,18,503.3,78
Indiana,Fayette,39,17,219.7,87
Indiana,Floyd,32,19,428.2,86
Indiana,Fountain,34,18,345.3,80
Indiana,Franklin,36,19,97.3,87
Indiana,Fulton,35,19,219.4,83
Indiana,Gibson,34,18,342.5,88
Indiana,Grant,37,15,598.6,78
Indiana,Greene,40,17,292.1,86
Indiana,Hamilton,26,21,232.6,82
Indiana,Hancock,38,18,313.4,88
Indiana,Harrison,39,19,180.5,87
Indiana,Hendricks,32,16,268.8,85
Indiana,Henry,31,18,305.3,85
Indiana,Howard,35,17,522.1,84
Indiana,Huntington,39,18,250.4,88
Indiana,Jackson,36,17,467.1,82
Indiana,Jasper,36,19,284.0,85
Indiana,Jay,34,17,296.0,76
Indiana,Jefferson,33,19,389.5,84
Indiana,Jennings,42,18,275.1,85
Indiana,Johnson,33,20,343.7,85
Indiana,Knox,35,18,375.9,86
Indiana,Kosciusko,35,18,344.7,80
Indiana,LaGrange,35,18,145.0,54
Indiana,Lake,38,17,562.4,84
Indiana,LaPorte,37,18,379.0,83
Indiana,Lawrence,33,17,317.5,85
Indiana,Madison,40,16,591.5,81
Indiana,Marion,33,19,1095.5,82
Indiana,Marshall,43,17,275.3,79
Indiana,Martin,46,18,186.0,80
Indiana,Miami,38,18,279.0,86
Indiana,Monroe,25,17,647.0,72
Indiana,Montgomery,29,18,347.8,82
Indiana,Morgan,38,17,298.4,85
Indiana,Newton,33,18,162.8,82
Indiana,Noble,37,19,292.9,83
Indiana,Ohio,28,20,154.4,84
Indiana,Orange,34,17,308.9,82
Indiana,Owen,32,18,259.1,82
Indiana,Parke,35,17,574.4,80
Indiana,Perry,39,18,162.5,84
Indiana,Pike,42,18,129.4,88
Indiana,Porter,33,21,288.6,86
Indiana,Posey,34,19,195.4,88
Indiana,Pulaski,35,18,351.0,79
Indiana,Putnam,31,19,236.1,81
Indiana,Randolph,33,18,240.8,81
Indiana,Ripley,31,18,207.4,84
Indiana,Rush,30,18,264.3,89
Indiana,St. Joseph,35,17,688.2,81
Indiana,Scott,34,17,301.6,85
Indiana,Shelby,37,17,265.8,86
Indiana,Spencer,36,19,274.6,86
Indiana,Starke,33,18,117.9,84
Indiana,Steuben,30,19,336.4,82
Indiana,Sullivan,37,19,269.9,86
Indiana,Switzerland,41,18,158.9,82
Indiana,Tippecanoe,30,17,607.1,76
Indiana,Tipton,37,19,198.3,85
Indiana,Union,28,18,152.8,85
Indiana,Vanderburgh,34,20,718.0,86
Indiana,Vermillion,36,19,270.9,83
Indiana,Vigo,34,17,595.3,81
Indiana,Wabash,34,18,248.1,86
Indiana,Warren,38,19,243.9,82
Indiana,Warrick,36,18,275.1,87
Indiana,Washington,38,18,273.1,83
Indiana,Wayne,36,19,444.2,82
Indiana,Wells,32,18,218.0,88
Indiana,White,30,19,363.9,79
Indiana,Whitley,31,19,198.5,87
Indiana,,34,26,466.7,81
Iowa,Adair,29,25,269.4,80
Iowa,Adams,37,25,189.9,77
Iowa,Allamakee,41,23,165.7,77
Iowa,Appanoose,45,23,291.5,83
Iowa,Audubon,32,25,125.5,81
Iowa,Benton,37,27,249.6,84
Iowa,Black Hawk,31,26,756.9,81
Iowa,Boone,39,24,320.9,83
Iowa,Bremer,35,26,297.1,80
Iowa,Buchanan,39,26,358.5,79
Iowa,Buena Vista,36,22,333.2,71
Iowa,Butler,33,25,219.1,82
Iowa,Calhoun,35,25,205.2,84
Iowa,Carroll,37,26,255.9,83
Iowa,Cass,33,22,273.9,80
Iowa,Cedar,41,26,204.9,83
Iowa,Cerro Gordo,34,22,430.2,82
Iowa,Cherokee,35,25,159.1,82
Iowa,Chickasaw,31,26,241.6,81
Iowa,Clarke,40,23,426.7,79
Iowa,Clay,30,24,129.9,78
Iowa,Clayton,41,25,187.1,79
Iowa,Clinton,35,28,459.5,83
Iowa,Crawford,37,23,521.8,83
Iowa,Dallas,30,25,312.9,86
Iowa,Davis,31,24,189.6,72
Iowa,Decatur,35,22,440.3,69
Iowa,Delaware,35,27,169.1,82
Iowa,Des Moines,36,26,664.7,83
Iowa,Dickinson,26,25,127.9,81
Iowa,Dubuque,37,28,441.1,83
Iowa,Emmet,36,23,392.3,78
Iowa,Fayette,39,25,197.0,78
Iowa,Floyd,43,24,273.1,74
Iowa,Franklin,48,25,255.8,80
Iowa,Fremont,36,27,201.5,81
Iowa,Greene,40,24,245.0,81
Iowa,Grundy,34,26,210.8,84
Iowa,Guthrie,38,26,271.8,82
Iowa,Hamilton,36,26,271.3,83
Iowa,Hancock,34,24,260.0,79
Iowa,Hardin,41,24,340.2,83
Iowa,Harrison,37,24,360.8,81
Iowa,Henry,36,24,317.2,83
Iowa,Howard,34,24,140.9,74
Iowa,Humboldt,32,23,366.0,83
Iowa,Ida,32,25,174.8,77
Iowa,Iowa,37,25,186.3,80
Iowa,Jackson,34,26,247.9,84
Iowa,Jasper,38,25,265.1,81
Iowa,Jefferson,30,21,255.1,66
Iowa,Johnson,27,23,684.3,69
Iowa,Jones,35,26,233.7,77
Iowa,Keokuk,38,26,344.7,81
Iowa,Kossuth,40,25,100.0,79
Iowa,Lee,39,26,294.5,84
Iowa,Linn,33,23,579.6,85
Iowa,Louisa,38,24,411.3,82
Iowa,Lucas,37,23,234.4,82
Iowa,Lyon,35,27,169.6,80
Iowa,Madison,38,24,231.1,78
Iowa,Mahaska,30,23,391.3,79
Iowa,Marion,35,23,262.8,78
Iowa,Marshall,36,23,399.6,76
Iowa,Mills,31,25,225.6,85
Iowa,Mitchell,38,24,141.1,77
Iowa,Monona,33,23,251.7,81
Iowa,Monroe,32,24,242.2,81
Iowa,Montgomery,32,24,276.2,83
Iowa,Muscatine,40,24,429.1,86
Iowa,O'Brien,27,24,275.3,77
Iowa,Osceola,37,25,165.4,79
Iowa,Page,43,25,256.2,80
Iowa,Palo Alto,33,26,275.0,78
Iowa,Plymouth,33,25,237.9,81
Iowa,Pocahontas,37,25,219.1,75
Iowa,Polk,34,25,650.4,84
Iowa,Pottawattamie,42,25,545.0,85
Iowa,Poweshiek,34,25,218.4,74
Iowa,Ringgold,32,23,198.6,83
Iowa,Sac,37,24,132.4,83
Iowa,Scott,34,22,583.2,87
Iowa,Shelby,34,26,215.0,77
Iowa,Sioux,28,24,195.1,77
Iowa,Story,29,24,642.0,73
Iowa,Tama,33,25,375.2,80
Iowa,Taylor,34,22,356.1,78
Iowa,Union,37,22,610.4,79
Iowa,Van Buren,33,24,167.7,71
Iowa,Wapello,32,21,644.9,83
Iowa,Warren,37,26,301.0,84
Iowa,Washington,33,24,255.8,77
Iowa,Wayne,49,24,154.4,76
Iowa,Webster,38,26,663.8,81
Iowa,Winnebago,40,24,330.6,78
Iowa,Winneshiek,31,28,237.6,68
Iowa,Woodbury,35,21,681.4,83
Iowa,Worth,32,25,160.7,83
Iowa,Wright,38,25,266.0,83
Iowa,,33,18,488.5,82
Kansas,Allen,39,18,255.6,85
Kansas,Anderson,35,20,166.0,75
Kansas,Atchison,37,18,281.7,79
Kansas,Barber,30,18,414.3,83
Kansas,Barton,37,18,336.2,84
Kansas,Bourbon,37,17,284.7,76
Kansas,Brown,40,18,248.9,79
Kansas,Butler,37,17,288.6,84
Kansas,Chase,42,18,223.6,75
Kansas,Chautauqua,35,19,237.9,75
Kansas,Cherokee,40,18,333.1,83
Kansas,Cheyenne,35,19,,76
Kansas,Clark,36,18,,77
Kansas,Clay,32,19,113.1,82
Kansas,Cloud,38,18,311.4,83
Kansas,Coffey,42,19,206.7,84
Kansas,Comanche,28,21,,83
Kansas,Cowley,39,18,432.7,82
Kansas,Crawford,31,17,566.2,86
Kansas,Decatur,36,19,242.6,71
Kansas,Dickinson,40,19,248.7,78
Kansas,Doniphan,36,19,207.1,84
Kansas,Douglas,28,19,678.8,78
Kansas,Edwards,35,18,138.3,81
Kansas,Elk,33,18,,78
Kansas,Ellis,31,21,627.4,86
Kansas,Ellsworth,40,19,126.4,80
Kansas,Finney,38,15,679.5,81
Kansas,Ford,32,16,543.9,81
Kansas,Franklin,34,19,388.6,85
Kansas,Geary,39,16,841.8,85
Kansas,Gove,32,19,,70
Kansas,Graham,31,18,,79
Kansas,Grant,36,17,438.5,86
Kansas,Gray,32,19,134.3,83
Kansas,Greeley,34,18,,75
Kansas,Greenwood,35,19,343.0,83
Kansas,Hamilton,39,17,340.9,70
Kansas,Harper,33,18,304.1,83
Kansas,Harvey,30,19,341.6,81
Kansas,Haskell,33,16,345.4,79
Kansas,Hodgeman,39,19,,85
Kansas,Jackson,38,19,352.9,80
Kansas,Jefferson,36,20,252.7,84
Kansas,Jewell,30,18,140.4,82
Kansas,Johnson,26,20,362.0,85
Kansas,Kearny,38,16,404.0,81
Kansas,Kingman,31,19,244.6,83
Kansas,Kiowa,35,18,281.7,82
Kansas,Labette,38,18,501.4,84
Kansas,Lane,35,19,,80
Kansas,Leavenworth,35,20,499.4,83
Kansas,Lincoln,31,19,,78
Kansas,Linn,40,17,287.9,81
Kansas,Logan,33,19,141.8,75
Kansas,Lyon,38,19,524.1,79
Kansas,McPherson,30,20,285.6,83
Kansas,Marion,40,19,208.6,76
Kansas,Marshall,38,20,184.7,79
Kansas,Meade,36,18,116.2,77
Kansas,Miami,33,22,301.8,83
Kansas,Mitchell,30,20,163.2,85
Kansas,Montgomery,39,15,414.7,79
Kansas,Morris,34,20,183.3,81
Kansas,Morton,34,19,328.5,80
Kansas,Nemaha,34,21,187.8,78
Kansas,Neosho,38,18,343.4,78
Kansas,Ness,34,19,,75
Kansas,Norton,30,20,183.8,81
Kansas,Osage,42,19,323.4,81
Kansas,Osborne,34,20,166.2,78
Kansas,Ottawa,35,20,136.4,80
Kansas,Pawnee,41,19,179.6,85
Kansas,Phillips,36,20,111.7,84
Kansas,Pottawatomie,36,19,167.3,78
Kansas,Pratt,32,19,209.5,82
Kansas,Rawlins,21,20,,67
Kansas,Reno,35,17,475.1,82
Kansas,Republic,35,21,,84
Kansas,Rice,39,19,186.3,81
Kansas,Riley,26,17,784.7,73
Kansas,Rooks,35,20,218.1,81
Kansas,Rush,33,19,322.3,79
Kansas,Russell,33,20,231.4,88
Kansas,Saline,35,19,436.7,83
Kansas,Scott,37,18,241.9,79
Kansas,Sedgwick,33,16,630.7,84
Kansas,Seward,37,15,573.1,72
Kansas,Shawnee,37,16,716.1,83
Kansas,Sheridan,24,20,,66
Kansas,Sherman,40,18,202.4,81
Kansas,Smith,37,19,136.3,83
Kansas,Stafford,34,19,356.5,78
Kansas,Stanton,34,18,,72
Kansas,Stevens,40,17,231.6,76
Kansas,Sumner,42,18,293.6,82
Kansas,Thomas,34,19,244.0,82
Kansas,Trego,34,20,,84
Kansas,Wabaunsee,34,20,261.9,75
Kansas,Wallace,26,19,262.5,66
Kansas,Washington,32,20,109.4,82
Kansas,Wichita,36,19,235.3,70
Kansas,Wilson,41,18,149.9,79
Kansas,Woodson,36,18,317.8,78
Kansas,Wyandotte,40,16,896.6,82
Kansas,,35,17,436.4,82
Kentucky,Adair,40,15,272.0,85
Kentucky,Allen,37,15,281.9,78
Kentucky,Anderson,41,17,288.3,85
Kentucky,Ballard,38,16,335.9,92
Kentucky,Barren,36,15,429.2,82
Kentucky,Bath,46,15,258.5,80
Kentucky,Bell,39,12,226.8,79
Kentucky,Boone,37,18,267.7,83
Kentucky,Bourbon,33,16,384.4,81
Kentucky,Boyd,40,14,187.6,84
Kentucky,Boyle,24,16,310.8,80
Kentucky,Bracken,35,16,181.4,78
Kentucky,Breathitt,40,13,154.5,79
Kentucky,Breckinridge,30,16,223.8,78
Kentucky,Bullitt,36,16,191.9,85
Kentucky,Butler,35,15,311.7,83
Kentucky,Caldwell,36,17,253.2,83
Kentucky,Calloway,34,16,328.9,77
Kentucky,Campbell,35,20,362.2,80
Kentucky,Carlisle,28,15,144.4,86
Kentucky,Carroll,26,15,410.7,82
Kentucky,Carter,42,15,169.5,81
Kentucky,Casey,29,15,165.1,80
Kentucky,Christian,37,15,803.8,79
Kentucky,Clark,39,16,441.1,84
Kentucky,Clay,38,13,166.9,73
Kentucky,Clinton,38,14,194.6,84
Kentucky,Crittenden,38,16,110.1,81
Kentucky,Cumberland,34,15,119.3,78
Kentucky,Daviess,30,19,500.1,86
Kentucky,Edmonson,40,15,335.4,82
Kentucky,Elliott,40,14,79.8,86
Kentucky,Estill,35,14,273.2,78
Kentucky,Fayette,28,20,737.4,79
Kentucky,Fleming,39,17,166.1,80
Kentucky,Floyd,41,13,193.0,88
Kentucky,Franklin,39,16,471.4,82
Kentucky,Fulton,35,13,807.5,82
Kentucky,Gallatin,30,16,136.7,80
Kentucky,Garrard,31,16,325.3,82
Kentucky,Grant,35,16,288.2,84
Kentucky,Graves,34,15,309.8,90
Kentucky,Grayson,44,15,307.3,81
Kentucky,Green,36,15,180.8,80
Kentucky,Greenup,41,16,168.9,87
Kentucky,Hancock,35,17,170.4,90
Kentucky,Hardin,40,16,542.2,83
Kentucky,Harlan,40,13,153.5,79
Kentucky,Harrison,33,15,218.3,81
Kentucky,Hart,30,15,234.6,78
Kentucky,Henderson,37,16,398.4,87
Kentucky,Henry,34,16,299.9,79
Kentucky,Hickman,28,14,110.6,75
Kentucky,Hopkins,39,15,386.4,90
Kentucky,Jackson,42,14,193.6,84
Kentucky,Jefferson,32,19,614.8,80
Kentucky,Jessamine,35,16,335.4,81
Kentucky,Johnson,43,14,194.7,82
Kentucky,Kenton,35,18,397.2,82
Kentucky,Knott,43,13,65.4,79
Kentucky,Knox,37,14,461.1,86
Kentucky,Larue,39,16,211.2,84
Kentucky,Laurel,38,13,260.9,87
Kentucky,Lawrence,45,14,146.3,86
Kentucky,Lee,42,14,106.5,81
Kentucky,Leslie,41,14,77.4,84
Kentucky,Letcher,39,13,111.9,84
Kentucky,Lewis,43,15,217.4,84
Kentucky,Lincoln,33,15,298.5,81
Kentucky,Livingston,40,16,226.6,85
Kentucky,Logan,37,16,325.2,85
Kentucky,Lyon,32,18,148.5,87
Kentucky,McCracken,31,17,489.4,87
Kentucky,McCreary,38,12,274.8,84
Kentucky,McLean,34,16,260.8,87
Kentucky,Madison,36,16,582.1,80
Kentucky,Magoffin,40,14,303.1,85
Kentucky,Marion,37,15,386.7,81
Kentucky,Marshall,36,17,184.8,88
Kentucky,Martin,41,15,113.5,83
Kentucky,Mason,35,16,361.0,83
Kentucky,Meade,34,16,181.1,85
Kentucky,Menifee,42,15,433.8,82
Kentucky,Mercer,28,16,418.2,81
Kentucky,Metcalfe,34,15,178.1,82
Kentucky,Monroe,35,15,215.8,78
Kentucky,Montgomery,34,15,290.0,84
Kentucky,Morgan,36,15,98.6,86
Kentucky,Muhlenberg,36,16,382.9,88
Kentucky,Nelson,39,16,444.8,86
Kentucky,Nicholas,35,15,196.4,75
Kentucky,Ohio,31,15,157.1,84
Kentucky,Oldham,23,18,177.7,85
Kentucky,Owen,32,15,445.9,82
Kentucky,Owsley,47,14,,86
Kentucky,Pendleton,33,16,226.4,88
Kentucky,Perry,43,12,143.1,80
Kentucky,Pike,40,13,144.4,82
Kentucky,Powell,29,15,274.8,83
Kentucky,Pulaski,39,15,290.2,88
Kentucky,Robertson,24,16,,86
Kentucky,Rockcastle,37,15,113.8,84
Kentucky,Rowan,36,15,489.5,79
Kentucky,Russell,35,14,376.9,87
Kentucky,Scott,36,18,450.1,85
Kentucky,Shelby,34,16,434.4,81
Kentucky,Simpson,39,16,259.6,87
Kentucky,Spencer,36,18,178.3,85
Kentucky,Taylor,39,15,353.3,83
Kentucky,Todd,40,15,277.7,79
Kentucky,Trigg,36,16,318.5,82
Kentucky,Trimble,38,16,210.3,81
Kentucky,Union,40,14,1049.9,86
Kentucky,Warren,28,16,498.3,82
Kentucky,Washington,37,16,321.6,83
Kentucky,Wayne,42,15,299.3,83
Kentucky,Webster,39,15,261.2,88
Kentucky,Whitley,36,14,516.4,83
Kentucky,Wolfe,38,14,289.1,85
Kentucky,Woodford,31,17,261.7,81
Kentucky,,36,20,774.8,83
Louisiana,Acadia,41,19,527.2,85
Louisiana,Allen,28,20,308.3,86
Louisiana,Ascension,35,20,507.5,86
Louisiana,Assumption,36,20,768.0,87
Louisiana,Avoyelles,45,20,927.3,84
Louisiana,Beauregard,38,21,373.7,82
Louisiana,Bienville,47,17,989.9,89
Louisiana,Bossier,35,19,686.3,87
Louisiana,Caddo,42,18,1040.2,86
Louisiana,Calcasieu,36,20,685.6,86
Louisiana,Caldwell,43,19,361.8,89
Louisiana,Cameron,39,23,289.4,89
Louisiana,Catahoula,38,19,617.7,89
Louisiana,Claiborne,39,17,807.8,86
Louisiana,Concordia,43,17,689.6,90
Louisiana,De Soto,43,18,852.2,84
Louisiana,East Baton Rouge,34,18,900.6,83
Louisiana,East Carroll,47,14,1347.2,93
Louisiana,East Feliciana,39,20,721.2,87
Louisiana,Evangeline,37,19,572.6,86
Louisiana,Franklin,41,17,735.4,86
Louisiana,Grant,45,22,577.5,78
Louisiana,Iberia,41,19,781.4,85
Louisiana,Iberville,38,18,947.7,84
Louisiana,Jackson,37,19,700.5,83
Louisiana,Jefferson,33,20,716.6,81
Louisiana,Jefferson Davis,39,20,673.5,82
Louisiana,Lafayette,29,22,594.3,86
Louisiana,Lafourche,37,20,621.8,82
Louisiana,La Salle,40,21,408.5,77
Louisiana,Lincoln,33,17,1302.8,84
Louisiana,Livingston,38,23,447.8,88
Louisiana,Madison,39,16,1378.6,82
Louisiana,Morehouse,43,17,1166.1,90
Louisiana,Natchitoches,36,17,881.6,83
Louisiana,Orleans,31,22,1264.7,68
Louisiana,Ouachita,43,19,1000.8,85
Louisiana,Plaquemines,38,21,466.8,85
Louisiana,Pointe Coupee,35,20,583.8,82
Louisiana,Rapides,40,18,805.9,82
Louisiana,Red River,28,18,925.5,85
Louisiana,Richland,37,17,837.8,84
Louisiana,Sabine,51,21,478.8,78
Louisiana,St. Bernard,42,19,809.5,85
Louisiana,St. Charles,42,22,606.6,89
Louisiana,St. Helena,26,17,559.7,82
Louisiana,St. James,43,18,903.3,85
Louisiana,St. John the Baptist,48,18,992.2,88
Louisiana,St. Landry,37,18,633.6,86
Louisiana,St. Martin,34,21,673.8,84
Louisiana,St. Mary,43,18,714.1,85
Louisiana,St. Tammany,29,24,394.4,83
Louisiana,Tangipahoa,40,18,860.4,80
Louisiana,Tensas,37,15,498.4,88
Louisiana,Terrebonne,42,20,809.2,82
Louisiana,Union,38,20,615.8,83
Louisiana,Vermilion,41,21,478.9,79
Louisiana,Vernon,37,20,607.2,86
Louisiana,Washington,43,18,769.8,82
Louisiana,Webster,36,18,868.5,88
Louisiana,West Baton Rouge,34,21,689.1,87
Louisiana,West Carroll,42,20,245.9,86
Louisiana,West Feliciana,30,22,331.6,89
Louisiana,Winn,44,19,754.7,85
Louisiana,,30,22,325.2,79
Maine,Androscoggin,33,21,528.6,79
Maine,Aroostook,38,16,252.8,80
Maine,Cumberland,23,25,358.6,77
Maine,Franklin,32,23,240.1,76
Maine,Hancock,27,22,231.2,73
Maine,Kennebec,32,20,298.8,80
Maine,Knox,28,22,286.5,77
Maine,Lincoln,25,24,269.0,78
Maine,Oxford,32,20,289.0,83
Maine,Penobscot,34,18,367.2,80
Maine,Piscataquis,36,21,256.4,79
Maine,Sagadahoc,24,21,285.4,81
Maine,Somerset,34,20,304.2,81
Maine,Waldo,31,23,195.8,77
Maine,Washington,34,22,297.5,74
Maine,York,30,24,290.9,81
Maine,,32,15,586.3,74
Maryland,Allegany,35,17,337.9,83
Maryland,Anne Arundel,31,20,404.0,80
Maryland,Baltimore,31,17,536.1,79
Maryland,Calvert,31,19,294.0,83
Maryland,Caroline,41,16,250.1,84
Maryland,Carroll,31,20,242.6,85
Maryland,Cecil,36,18,327.0,83
Maryland,Charles,40,16,690.7,82
Maryland,Dorchester,40,15,640.5,78
Maryland,Frederick,31,20,334.9,80
Maryland,Garrett,36,16,130.0,78
Maryland,Harford,32,16,385.9,84
Maryland,Howard,26,15,364.4,81
Maryland,Kent,30,19,376.6,69
Maryland,Montgomery,22,14,416.5,65
Maryland,Prince George's,38,13,877.9,67
Maryland,Queen Anne's,28,21,249.1,79
Maryland,St. Mary's,37,17,447.3,82
Maryland,Somerset,42,15,721.5,78
Maryland,Talbot,29,20,277.6,77
Maryland,Washington,37,16,380.5,81
Maryland,Wicomico,36,16,811.3,83
Maryland,Worcester,37,20,381.1,81
Maryland,Baltimore City,35,18,1310.1,60
Maryland,,25,24,444.0,70
Massachusetts,Barnstable,23,26,255.8,80
Massachusetts,Berkshire,27,26,200.3,76
Massachusetts,Bristol,29,24,370.1,82
Massachusetts,Dukes,28,26,496.4,74
Massachusetts,Essex,26,25,432.5,75
Massachusetts,Franklin,28,23,199.4,76
Massachusetts,Hampden,31,23,611.5,82
Massachusetts,Hampshire,21,23,319.5,72
Massachusetts,Middlesex,22,23,337.6,67
Massachusetts,Nantucket,25,24,400.7,72
Massachusetts,Norfolk,25,22,308.0,67
Massachusetts,Plymouth,27,26,393.3,79
Massachusetts,Suffolk,21,23,869.0,40
Massachusetts,Worcester,28,22,337.6,80
Massachusetts,,32,21,507.8,82
Michigan,Alcona,32,21,144.9,80
Michigan,Alger,36,23,76.7,70
Michigan,Allegan,32,23,328.0,86
Michigan,Alpena,35,22,207.3,85
Michigan,Antrim,32,22,201.8,77
Michigan,Arenac,39,21,265.9,84
Michigan,Baraga,30,20,165.9,82
Michigan,Barry,34,22,264.1,85
Michigan,Bay,36,22,395.2,86
Michigan,Benzie,32,23,233.3,82
Michigan,Berrien,34,19,622.3,82
Michigan,Branch,39,20,299.5,83
Michigan,Calhoun,37,20,783.6,82
Michigan,Cass,36,22,356.2,82
Michigan,Charlevoix,38,22,187.5,80
Michigan,Cheboygan,30,22,102.5,81
Michigan,Chippewa,43,20,220.1,76
Michigan,Clare,36,20,212.1,79
Michigan,Clinton,35,20,337.8,86
Michigan,Crawford,32,21,187.0,80
Michigan,Delta,36,21,322.5,82
Michigan,Dickinson,23,22,236.1,84
Michigan,Eaton,34,21,399.9,84
Michigan,Emmet,26,21,201.8,78
Michigan,Genesee,36,19,652.7,84
Michigan,Gladwin,45,21,182.3,82
Michigan,Gogebic,30,21,149.9,81
Michigan,Grand Traverse,28,23,295.2,79
Michigan,Gratiot,46,20,307.2,82
Michigan,Hillsdale,35,21,244.1,80
Michigan,Houghton,26,20,168.0,72
Michigan,Huron,39,22,211.0,83
Michigan,Ingham,31,20,648.2,76
Michigan,Ionia,37,21,354.6,83
Michigan,Iosco,34,23,238.5,81
Michigan,Iron,29,21,251.7,82
Michigan,Isabella,36,21,403.9,78
Michigan,Jackson,35,19,598.8,85
Michigan,Kalamazoo,31,23,882.9,83
Michigan,Kalkaska,35,21,221.2,82
Michigan,Kent,30,22,606.9,81
Michigan,Keweenaw,32,22,,79
Michigan,Lake,27,18,283.0,77
Michigan,Lapeer,33,23,210.9,85
Michigan,Leelanau,27,23,184.7,76
Michigan,Lenawee,39,22,287.0,84
Michigan,Livingston,29,23,197.2,87
Michigan,Luce,32,21,298.8,79
Michigan,Mackinac,44,20,242.7,66
Michigan,Macomb,32,19,406.3,87
Michigan,Manistee,31,22,114.6,80
Michigan,Marquette,34,23,464.6,80
Michigan,Mason,34,21,189.2,81
Michigan,Mecosta,38,21,336.5,79
Michigan,Menominee,33,21,225.6,78
Michigan,Midland,36,22,233.8,85
Michigan,Missaukee,38,20,340.0,79
Michigan,Monroe,39,23,253.3,86
Michigan,Montcalm,42,21,305.3,83
Michigan,Montmorency,34,21,64.9,82
Michigan,Muskegon,37,20,743.8,84
Michigan,Newaygo,33,20,286.1,80
Michigan,Oakland,25,22,351.4,86
Michigan,Oceana,38,20,329.0,79
Michigan,Ogemaw,43,21,176.4,83
Michigan,Ontonagon,32,21,68.0,81
Michigan,Osceola,38,21,275.2,79
Michigan,Oscoda,31,21,132.7,79
Michigan,Otsego,33,21,183.4,82
Michigan,Ottawa,27,20,319.5,83
Michigan,Presque Isle,30,21,203.3,82
Michigan,Roscommon,41,21,205.1,77
Michigan,Saginaw,39,22,764.8,83
Michigan,St. Clair,34,21,308.8,84
Michigan,St. Joseph,34,21,356.0,75
Michigan,Sanilac,35,21,196.3,78
Michigan,Schoolcraft,27,21,149.1,77
Michigan,Shiawassee,39,21,286.4,83
Michigan,Tuscola,33,22,250.2,81
Michigan,Van Buren,37,19,362.3,80
Michigan,Washtenaw,26,21,460.2,72
Michigan,Wayne,35,20,861.9,80
Michigan,Wexford,32,19,273.5,79
Michigan,,29,23,422.6,78
Minnesota,Aitkin,30,22,157.9,81
Minnesota,Anoka,31,22,367.1,82
Minnesota,Becker,32,25,319.7,79
Minnesota,Beltrami,34,25,470.8,75
Minnesota,Benton,30,26,355.6,85
Minnesota,Big Stone,38,24,99.5,78
Minnesota,Blue Earth,34,22,679.4,81
Minnesota,Brown,36,25,234.2,82
Minnesota,Carlton,33,24,304.2,84
Minnesota,Carver,26,25,198.8,82
Minnesota,Cass,33,23,313.4,76
Minnesota,Chippewa,34,23,217.0,78
Minnesota,Chisago,28,26,240.5,81
Minnesota,Clay,29,22,350.8,80
Minnesota,Clearwater,31,22,236.5,78
Minnesota,Cook,25,24,185.3,68
Minnesota,Cottonwood,38,23,212.5,80
Minnesota,Crow Wing,29,23,246.8,82
Minnesota,Dakota,31,20,350.2,81
Minnesota,Dodge,41,26,245.6,80
Minnesota,Douglas,34,25,207.6,83
Minnesota,Faribault,36,21,253.9,81
Minnesota,Fillmore,29,23,176.4,73
Minnesota,Freeborn,37,21,373.3,83
Minnesota,Goodhue,34,22,257.0,82
Minnesota,Grant,33,23,151.5,79
Minnesota,Hennepin,23,24,628.3,73
Minnesota,Houston,32,25,155.4,82
Minnesota,Hubbard,32,22,271.2,78
Minnesota,Isanti,35,23,219.8,84
Minnesota,Itasca,36,21,376.6,80
Minnesota,Jackson,35,24,221.2,78
Minnesota,Kanabec,32,22,274.6,78
Minnesota,Kandiyohi,29,22,332.2,82
Minnesota,Kittson,34,23,164.7,74
Minnesota,Koochiching,33,24,199.6,73
Minnesota,Lac qui Parle,37,23,104.7,75
Minnesota,Lake,28,24,266.1,75
Minnesota,Lake of the Woods,27,23,187.0,66
Minnesota,Le Sueur,33,27,259.7,82
Minnesota,Lincoln,30,23,193.7,71
Minnesota,Lyon,33,20,352.3,79
Minnesota,McLeod,39,23,231.3,85
Minnesota,Mahnomen,38,22,750.5,76
Minnesota,Marshall,44,24,160.3,79
Minnesota,Martin,33,21,267.0,80
Minnesota,Meeker,37,23,194.5,82
Minnesota,Mille Lacs,31,20,289.9,78
Minnesota,Morrison,30,23,124.0,79
