State,County,% Adults with Obesity,% Excessive Drinking,Chlamydia Rate,% Drive Alone to Work
Alabama,Autauga,33,14,504.5,86
Alabama,Baldwin,30,19,297.2,84
Alabama,Barbour,41,12,755.8,82
Alabama,Bibb,37,15,613.2,87
Alabama,Blount,33,16,303.4,88
Alabama,Bullock,47,12,1222.2,81
Alabama,Butler,47,13,933.2,86
Alabama,Calhoun,40,14,595.3,84
Alabama,Chambers,42,14,711.9,86
Alabama,Cherokee,38,16,386.7,82
Alabama,Chilton,42,15,342.7,84
Alabama,Choctaw,47,14,378.5,85
Alabama,Clarke,36,14,577.2,88
Alabama,Clay,37,16,643.4,87
Alabama,Cleburne,34,16,261.7,85
Alabama,Coffee,37,16,601.5,87
Alabama,Colbert,37,16,425.7,90
Alabama,Conecuh,42,13,657.6,89
Alabama,Coosa,45,14,613.7,82
Alabama,Covington,36,15,428.7,89
Alabama,Crenshaw,35,14,692.1,80
Alabama,Cullman,36,15,235.6,87
Alabama,Dale,42,16,686.6,86
Alabama,Dallas,42,12,747.2,91
Alabama,DeKalb,30,13,251.3,84
Alabama,Elmore,35,15,499.5,86
Alabama,Escambia,37,15,491.4,90
Alabama,Etowah,36,15,529.4,87
Alabama,Fayette,38,15,461.5,86
Alabama,Franklin,37,15,276.2,83
Alabama,Geneva,41,15,435.3,86
Alabama,Greene,38,10,1200.5,73
Alabama,Hale,45,12,1505.5,89
Alabama,Henry,35,15,571.5,87
Alabama,Houston,39,13,600.9,88
Alabama,Jackson,36,15,202.3,86
Alabama,Jefferson,35,17,776.9,83
Alabama,Lamar,34,15,258.1,90
Alabama,Lauderdale,32,16,444.1,88
Alabama,Lawrence,33,15,263.2,87
Alabama,Lee,31,17,500.0,83
Alabama,Limestone,33,16,424.8,89
Alabama,Lowndes,44,11,982.5,88
Alabama,Macon,51,11,1205.0,85
Alabama,Madison,34,15,658.6,88
Alabama,Marengo,45,13,485.2,88
Alabama,Marion,38,15,207.8,86
Alabama,Marshall,37,15,231.3,87
Alabama,Mobile,38,17,723.0,86
Alabama,Monroe,43,13,567.4,90
Alabama,Montgomery,37,13,1168.8,85
Alabama,Morgan,36,14,355.2,88
Alabama,Perry,47,11,685.3,85
Alabama,Pickens,39,13,594.8,82
Alabama,Pike,38,14,826.6,85
Alabama,Randolph,34,14,577.9,88
Alabama,Russell,39,14,606.5,87
Alabama,St. Clair,37,15,222.2,87
Alabama,Shelby,38,18,206.0,86
Alabama,Sumter,43,11,1111.4,84
Alabama,Talladega,39,13,529.6,83
Alabama,Tallapoosa,35,14,437.6,86
Alabama,Tuscaloosa,36,15,890.7,86
Alabama,Walker,39,14,262.3,85
Alabama,Washington,32,14,592.8,87
Alabama,Wilcox,50,11,849.0,89
Alabama,Winston,36,16,206.6,80
Alabama,,32,18,832.5,69
Alaska,Aleutians East,52,15,237.4,27
Alaska,Aleutians West,42,17,156.2,47
Alaska,Anchorage,30,18,905.7,76
Alaska,Bethel,34,17,3264.0,23
Alaska,Bristol Bay,43,21,,60
Alaska,Denali,23,20,337.5,32
Alaska,Dillingham,31,19,2108.7,34
Alaska,Fairbanks North Star,31,19,920.7,74
Alaska,Haines,29,22,,57
Alaska,Hoonah-Angoon,30,21,,37
Alaska,Juneau,26,21,476.7,68
Alaska,Kenai Peninsula,33,20,233.7,70
Alaska,Ketchikan Gateway,39,19,534.1,65
Alaska,Kodiak Island,28,19,416.4,64
Alaska,Kusilvak,23,15,,6
Alaska,Lake and Peninsula,38,18,617.3,22
Alaska,Matanuska-Susitna,35,19,364.2,74
Alaska,Nome,40,18,3003.7,25
Alaska,North Slope,44,21,960.9,19
Alaska,Northwest Arctic,45,17,3045.3,19
Alaska,Petersburg,26,22,,50
Alaska,Prince of Wales-Hyder,40,20,,49
Alaska,Sitka,26,19,218.7,62
Alaska,Skagway,26,22,,35
Alaska,Southeast Fairbanks,33,20,217.8,68
Alaska,Valdez-Cordova,34,20,495.8,61
Alaska,Wrangell,36,19,,65
Alaska,Yakutat,38,19,,47
Alaska,Yukon-Koyukuk,31,19,1230.2,23
Alaska,,28,18,581.6,76
Arizona,Apache,35,15,905.0,79
Arizona,Cochise,31,20,373.5,79
Arizona,Coconino,25,20,753.7,69
Arizona,Gila,31,20,413.1,80
Arizona,Graham,34,19,437.7,79
Arizona,Greenlee,30,19,507.7,87
Arizona,La Paz,33,18,344.6,75
Arizona,Maricopa,27,19,614.4,76
Arizona,Mohave,31,21,258.7,79
Arizona,Navajo,33,16,703.0,73
Arizona,Pima,25,20,653.9,77
Arizona,Pinal,34,19,415.6,78
Arizona,Santa Cruz,30,17,480.4,85
Arizona,Yavapai,24,22,218.7,76
Arizona,Yuma,38,17,561.4,82
Arizona,,35,17,587.9,83
Arkansas,Arkansas,35,15,645.6,85
Arkansas,Ashley,42,16,601.5,83
Arkansas,Baxter,31,18,232.1,84
Arkansas,Benton,31,19,314.3,85
Arkansas,Boone,29,17,334.4,83
Arkansas,Bradley,31,15,589.1,81
Arkansas,Calhoun,26,16,438.3,84
Arkansas,Carroll,30,17,250.5,81
Arkansas,Chicot,41,14,789.8,78
Arkansas,Clark,26,15,816.4,78
Arkansas,Clay,37,17,268.1,82
Arkansas,Cleburne,34,18,267.5,81
Arkansas,Cleveland,38,16,280.4,89
Arkansas,Columbia,44,14,922.7,85
Arkansas,Conway,40,17,387.3,81
Arkansas,Craighead,39,15,780.5,84
Arkansas,Crawford,39,16,347.6,86
Arkansas,Crittenden,37,13,1364.1,82
Arkansas,Cross,42,16,717.5,82
Arkansas,Dallas,40,15,527.5,84
Arkansas,Desha,48,13,918.1,86
Arkansas,Drew,35,15,620.0,83
Arkansas,Faulkner,37,17,536.2,84
Arkansas,Franklin,42,16,240.4,83
Arkansas,Fulton,32,16,224.0,82
Arkansas,Garland,29,17,477.4,82
Arkansas,Grant,34,18,220.2,86
Arkansas,Greene,38,17,499.4,83
Arkansas,Hempstead,32,14,914.9,83
Arkansas,Hot Spring,35,17,467.6,83
Arkansas,Howard,43,15,845.8,83
Arkansas,Independence,30,16,434.6,82
Arkansas,Izard,32,17,219.2,76
Arkansas,Jackson,39,15,776.2,80
Arkansas,Jefferson,43,13,1248.6,87
Arkansas,Johnson,40,15,331.4,79
Arkansas,Lafayette,46,14,714.1,81
Arkansas,Lawrence,38,17,484.1,85
Arkansas,Lee,41,14,741.1,78
Arkansas,Lincoln,45,16,293.1,86
Arkansas,Little River,34,15,550.2,87
Arkansas,Logan,30,16,368.3,81
Arkansas,Lonoke,41,18,434.9,87
Arkansas,Madison,31,17,189.7,84
Arkansas,Marion,27,18,213.1,79
Arkansas,Miller,39,16,984.4,85
Arkansas,Mississippi,43,14,1245.3,83
Arkansas,Monroe,44,14,903.3,78
Arkansas,Montgomery,24,18,302.7,81
Arkansas,Nevada,43,15,840.6,84
Arkansas,Newton,40,17,242.7,82
Arkansas,Ouachita,41,14,833.8,88
Arkansas,Perry,36,17,260.9,82
Arkansas,Phillips,45,12,1330.0,83
Arkansas,Pike,29,16,177.1,80
Arkansas,Poinsett,41,16,558.9,82
Arkansas,Polk,36,16,238.6,77
Arkansas,Pope,35,16,374.4,84
Arkansas,Prairie,36,17,375.8,75
Arkansas,Pulaski,34,18,901.9,83
Arkansas,Randolph,33,16,421.5,82
Arkansas,St. Francis,48,16,836.9,83
Arkansas,Saline,30,17,295.8,85
Arkansas,Scott,38,15,277.6,78
Arkansas,Searcy,25,16,163.8,73
Arkansas,Sebastian,35,14,527.7,82
Arkansas,Sevier,33,15,333.0,71
Arkansas,Sharp,41,16,350.7,79
Arkansas,Stone,41,16,191.4,79
Arkansas,Union,35,16,704.7,90
Arkansas,Van Buren,37,17,224.2,81
Arkansas,Washington,32,18,646.6,79
Arkansas,White,33,17,479.6,83
Arkansas,Woodruff,33,15,487.0,82
Arkansas,Yell,37,16,283.4,78
Arkansas,,24,18,585.3,74
California,Alameda,22,18,583.3,61
California,Alpine,17,21,1071.4,62
California,Amador,30,25,163.1,79
California,Butte,30,22,573.9,76
California,Calaveras,28,23,262.8,77
California,Colusa,39,20,266.0,79
California,Contra Costa,25,18,539.4,68
California,Del Norte,34,21,324.0,75
California,El Dorado,26,24,236.5,77
California,Fresno,33,19,720.6,79
California,Glenn,34,20,416.5,79
California,Humboldt,25,20,576.9,71
California,Imperial,33,19,578.1,81
California,Inyo,27,23,377.2,68
California,Kern,31,19,777.9,81
California,Kings,34,19,648.2,77
California,Lake,22,21,515.2,69
California,Lassen,33,23,365.8,80
California,Los Angeles,22,18,667.9,74
California,Madera,37,19,584.5,77
California,Marin,18,23,310.0,64
California,Mariposa,16,22,182.1,61
California,Mendocino,30,22,494.2,73
California,Merced,33,17,601.8,79
California,Modoc,26,21,214.5,73
California,Mono,29,23,155.3,50
California,Monterey,25,19,510.4,72
California,Napa,24,23,412.8,76
California,Nevada,18,25,215.4,73
California,Orange,20,19,447.1,78
California,Placer,20,24,291.3,79
California,Plumas,24,24,320.1,77
California,Riverside,28,18,472.6,78
California,Sacramento,30,20,748.5,77
California,San Benito,36,20,394.6,81
California,San Bernardino,31,19,618.0,80
California,San Diego,20,21,656.5,76
California,San Francisco,17,25,1073.2,32
California,San Joaquin,36,18,582.4,79
California,San Luis Obispo,29,24,421.0,73
California,San Mateo,23,21,401.3,68
California,Santa Barbara,24,20,605.2,68
California,Santa Clara,20,17,429.0,75
California,Santa Cruz,19,22,452.7,69
California,Shasta,27,21,356.3,81
California,Sierra,19,23,200.1,72
California,Siskiyou,35,23,303.3,75
California,Solano,29,20,702.9,77
California,Sonoma,24,24,451.2,75
California,Stanislaus,32,19,531.5,82
California,Sutter,30,20,366.3,79
California,Tehama,35,20,294.1,81
California,Trinity,29,21,165.2,68
California,Tulare,37,17,562.5,79
California,Tuolumne,30,24,282.0,83
California,Ventura,20,19,352.6,79
California,Yolo,24,20,492.0,69
California,Yuba,29,21,453.1,80
California,,22,21,519.4,75
Colorado,Adams,29,20,580.9,78
Colorado,Alamosa,31,18,574.0,79
Colorado,Arapahoe,23,19,649.1,77
Colorado,Archuleta,24,20,165.2,73
Colorado,Baca,31,20,252.7,78
Colorado,Bent,33,19,202.1,76
Colorado,Boulder,14,21,437.8,65
Colorado,Broomfield,20,21,376.1,75
Colorado,Chaffee,16,21,152.8,69
Colorado,Cheyenne,24,21,,78
Colorado,Clear Creek,21,23,104.4,69
Colorado,Conejos,27,17,256.6,70
Colorado,Costilla,25,16,609.1,64
Colorado,Crowley,29,20,137.7,86
Colorado,Custer,21,21,82.1,74
Colorado,Delta,24,22,278.1,72
Colorado,Denver,17,25,1059.6,69
Colorado,Dolores,22,21,193.5,65
Colorado,Douglas,20,21,204.6,77
Colorado,Eagle,16,23,341.4,76
Colorado,Elbert,25,22,191.1,80
Colorado,El Paso,23,17,574.2,77
Colorado,Fremont,30,20,174.5,81
Colorado,Garfield,25,20,400.9,70
Colorado,Gilpin,22,24,66.5,75
Colorado,Grand,18,23,163.2,65
Colorado,Gunnison,14,23,277.5,57
Colorado,Hinsdale,24,22,,70
Colorado,Huerfano,26,19,300.2,70
Colorado,Jackson,24,21,,64
Colorado,Jefferson,21,23,232.0,78
Colorado,Kiowa,28,21,290.7,78
Colorado,Kit Carson,32,20,265.4,75
Colorado,Lake,27,20,475.7,72
Colorado,La Plata,18,24,408.4,74
Colorado,Larimer,21,23,436.7,75
Colorado,Las Animas,32,19,379.3,69
Colorado,Lincoln,30,21,288.5,72
Colorado,Logan,36,20,269.5,77
Colorado,Mesa,26,20,422.1,79
Colorado,Mineral,18,22,,60
Colorado,Moffat,20,21,228.5,72
Colorado,Montezuma,28,21,340.5,81
Colorado,Montrose,20,20,210.6,78
Colorado,Morgan,35,20,464.7,74
Colorado,Otero,35,18,442.0,78
Colorado,Ouray,21,22,104.3,65
Colorado,Park,19,22,145.2,74
Colorado,Phillips,31,21,209.7,74
Colorado,Pitkin,15,24,341.0,51
Colorado,Prowers,36,18,430.8,81
Colorado,Pueblo,31,18,573.7,82
Colorado,Rio Blanco,23,21,249.2,71
Colorado,Rio Grande,29,18,592.9,78
Colorado,Routt,16,24,273.6,68
Colorado,Saguache,27,18,150.9,71
Colorado,San Juan,20,22,,58
Colorado,San Miguel,16,22,225.9,54
Colorado,Sedgwick,25,20,170.6,64
Colorado,Summit,15,24,362.9,77
Colorado,Teller,23,22,146.1,77
Colorado,Washington,30,22,,71
Colorado,Weld,29,19,472.7,80
Colorado,Yuma,31,20,158.8,71
Colorado,,26,20,466.3,78
Connecticut,Fairfield,21,22,368.7,72
Connecticut,Hartford,27,19,542.6,81
Connecticut,Litchfield,27,21,215.7,83
Connecticut,Middlesex,27,23,264.4,82
Connecticut,New Haven,29,20,554.1,78
Connecticut,New London,30,22,388.1,80
Connecticut,Tolland,26,20,293.8,80
Connecticut,Windham,31,19,328.3,83
Connecticut,,32,20,627.7,81
Delaware,Kent,38,20,798.0,82
Delaware,New Castle,30,19,643.1,80
Delaware,Sussex,33,20,454.9,83
Delaware,,24,23,1298.9,34
District of Columbia,District of Columbia,24,23,1298.9,34
District of Columbia,,27,20,499.2,79
Florida,Alachua,27,21,923.0,74
Florida,Baker,38,18,502.1,84
Florida,Bay,30,19,394.4,81
Florida,Bradford,37,18,384.6,86
Florida,Brevard,29,21,348.5,82
Florida,Broward,25,19,584.9,80
Florida,Calhoun,37,18,393.6,77
Florida,Charlotte,28,20,153.3,79
Florida,Citrus,29,21,227.9,82
Florida,Clay,33,22,417.0,84
Florida,Collier,22,22,347.0,75
Florida,Columbia,37,19,583.2,80
Florida,DeSoto,31,20,360.8,69
Florida,Dixie,33,19,371.9,74
Florida,Duval,32,18,758.3,80
Florida,Escambia,29,20,673.7,75
Florida,Flagler,27,21,324.9,82
Florida,Franklin,34,24,341.1,81
Florida,Gadsden,44,17,1048.4,86
Florida,Gilchrist,38,19,270.5,74
Florida,Glades,39,20,472.6,71
Florida,Gulf,33,21,303.2,76
Florida,Hamilton,40,19,683.9,82
Florida,Hardee,40,16,386.7,82
Florida,Hendry,35,18,550.2,63
Florida,Hernando,32,19,338.2,80
Florida,Highlands,30,19,353.8,79
Florida,Hillsborough,26,19,623.5,79
Florida,Holmes,36,18,439.7,82
Florida,Indian River,27,22,318.0,80
Florida,Jackson,37,19,511.1,87
Florida,Jefferson,35,21,459.6,84
Florida,Lafayette,34,18,224.8,88
Florida,Lake,31,19,351.4,81
Florida,Lee,25,23,426.8,79
Florida,Leon,31,20,1154.7,80
Florida,Levy,33,17,473.3,81
Florida,Liberty,40,19,521.7,82
Florida,Madison,36,17,498.7,84
Florida,Manatee,26,23,412.4,78
Florida,Marion,33,17,439.7,81
Florida,Martin,20,25,223.2,79
Florida,Miami-Dade,22,19,486.8,77
Florida,Monroe,21,25,267.5,69
Florida,Nassau,30,24,326.4,84
Florida,Okaloosa,27,21,542.4,82
Florida,Okeechobee,34,18,370.1,81
Florida,Orange,27,18,732.8,79
Florida,Osceola,32,17,480.4,80
Florida,Palm Beach,22,22,409.5,78
Florida,Pasco,31,22,309.9,80
Florida,Pinellas,27,24,454.5,78
Florida,Polk,37,18,518.0,83
Florida,Putnam,39,19,522.7,81
Florida,St. Johns,23,21,297.0,80
Florida,St. Lucie,31,19,414.3,80
Florida,Santa Rosa,31,23,277.2,81
Florida,Sarasota,21,26,275.8,81
Florida,Seminole,26,21,428.2,81
Florida,Sumter,29,23,187.0,75
Florida,Suwannee,39,18,534.1,78
Florida,Taylor,36,16,421.4,84
Florida,Union,37,18,534.9,80
Florida,Volusia,32,23,387.8,81
Florida,Wakulla,40,24,417.2,84
Florida,Walton,32,20,378.8,77
Florida,Washington,38,18,366.3,88
Florida,,32,17,632.2,79
Georgia,Appling,34,16,431.9,83
Georgia,Atkinson,31,15,599.4,82
Georgia,Bacon,44,16,477.1,80
Georgia,Baker,36,16,500.0,87
Georgia,Baldwin,41,16,844.0,86
Georgia,Banks,33,18,166.4,81
Georgia,Barrow,39,17,375.7,83
Georgia,Bartow,29,17,432.2,82
Georgia,Ben Hill,42,14,700.2,89
Georgia,Berrien,37,16,500.4,82
Georgia,Bibb,39,14,1108.8,83
Georgia,Bleckley,41,16,748.2,89
Georgia,Brantley,34,18,288.3,89
Georgia,Brooks,31,16,442.7,80
Georgia,Bryan,40,19,437.1,84
Georgia,Bulloch,37,17,853.6,81
Georgia,Burke,39,14,688.2,87
Georgia,Butts,38,16,378.2,87
Georgia,Calhoun,35,14,557.7,79
Georgia,Camden,37,18,431.7,83
Georgia,Candler,54,15,342.7,81
Georgia,Carroll,36,17,595.9,81
Georgia,Catoosa,32,19,321.6,86
Georgia,Charlton,36,16,511.2,87
Georgia,Chatham,30,21,884.0,77
Georgia,Chattahoochee,43,17,628.4,48
Georgia,Chattooga,34,17,411.8,85
Georgia,Cherokee,28,19,271.0,80
Georgia,Clarke,25,16,650.9,73
Georgia,Clay,41,12,573.9,79
Georgia,Clayton,37,13,814.7,77
Georgia,Clinch,46,14,639.2,81
Georgia,Cobb,28,19,455.3,79
Georgia,Coffee,34,17,611.4,84
Georgia,Colquitt,40,15,512.7,79
Georgia,Columbia,33,18,279.1,87
Georgia,Cook,29,16,752.4,81
Georgia,Coweta,31,20,328.4,83
Georgia,Crawford,44,17,276.5,90
Georgia,Crisp,36,14,571.8,80
Georgia,Dade,38,18,208.8,78
Georgia,Dawson,28,20,250.2,80
Georgia,Decatur,27,14,1055.5,79
Georgia,DeKalb,27,18,768.9,72
Georgia,Dodge,42,16,525.8,82
Georgia,Dooly,39,15,567.8,78
Georgia,Dougherty,39,12,1335.2,79
Georgia,Douglas,34,15,545.6,82
Georgia,Early,46,14,1000.4,85
Georgia,Echols,34,17,203.3,87
Georgia,Effingham,36,19,438.5,87
Georgia,Elbert,44,16,376.8,82
Georgia,Emanuel,37,15,696.8,78
Georgia,Evans,42,15,733.2,81
Georgia,Fannin,29,19,142.2,77
Georgia,Fayette,28,19,314.5,79
Georgia,Floyd,34,16,501.0,81
Georgia,Forsyth,27,18,151.8,78
Georgia,Franklin,28,17,346.2,84
Georgia,Fulton,25,20,804.3,72
Georgia,Gilmer,25,19,205.4,71
Georgia,Glascock,31,17,228.6,90
Georgia,Glynn,32,19,811.4,82
Georgia,Gordon,33,17,315.3,80
Georgia,Grady,36,16,499.6,79
Georgia,Greene,32,16,434.0,81
Georgia,Gwinnett,32,17,430.4,79
Georgia,Habersham,31,17,363.5,83
Georgia,Hall,32,18,360.2,81
Georgia,Hancock,30,14,630.8,89
Georgia,Haralson,25,18,307.6,82
Georgia,Harris,31,19,342.0,86
Georgia,Hart,32,16,329.5,85
Georgia,Heard,37,18,358.1,84
Georgia,Henry,35,15,612.9,82
Georgia,Houston,37,15,629.4,86
Georgia,Irwin,35,15,637.6,91
Georgia,Jackson,27,19,269.6,84
Georgia,Jasper,35,16,415.4,86
Georgia,Jeff Davis,38,16,452.6,87
Georgia,Jefferson,28,14,901.1,83
Georgia,Jenkins,35,15,501.9,76
Georgia,Johnson,47,17,378.0,77
Georgia,Jones,35,17,263.4,84
Georgia,Lamar,37,17,457.0,86
Georgia,Lanier,27,17,431.7,88
Georgia,Laurens,38,14,665.5,87
Georgia,Lee,40,17,329.1,84
Georgia,Liberty,38,16,1720.3,81
Georgia,Lincoln,24,17,329.9,89
Georgia,Long,33,17,336.6,82
Georgia,Lowndes,36,14,937.8,84
Georgia,Lumpkin,31,18,237.3,86
Georgia,McDuffie,40,15,632.6,89
Georgia,McIntosh,31,16,609.7,81
Georgia,Macon,30,14,563.3,80
Georgia,Madison,25,18,409.5,82
Georgia,Marion,31,16,497.0,82
Georgia,Meriwether,41,15,598.6,82
Georgia,Miller,24,17,531.0,86
Georgia,Mitchell,37,15,704.3,80
Georgia,Monroe,36,17,317.2,87
Georgia,Montgomery,30,17,620.1,83
Georgia,Morgan,31,18,429.1,76
Georgia,Murray,36,18,379.6,90
Georgia,Muscogee,38,18,887.4,80
Georgia,Newton,40,15,771.7,81
Georgia,Oconee,25,20,160.4,81
Georgia,Oglethorpe,37,17,235.3,85
Georgia,Paulding,37,18,360.0,84
Georgia,Peach,42,15,1011.1,79
Georgia,Pickens,34,19,205.8,78
Georgia,Pierce,36,17,466.2,86
Georgia,Pike,40,19,236.0,88
Georgia,Polk,42,17,453.8,83
Georgia,Pulaski,45,15,678.5,88
Georgia,Putnam,36,17,543.0,79
Georgia,Quitman,29,14,508.9,79
Georgia,Rabun,38,18,325.3,77
Georgia,Randolph,38,13,494.7,63
Georgia,Richmond,36,16,1278.5,80
Georgia,Rockdale,45,14,757.4,79
Georgia,Schley,28,17,153.5,89
Georgia,Screven,32,16,609.2,85
Georgia,Seminole,44,16,603.0,82
Georgia,Spalding,42,16,613.3,87
Georgia,Stephens,39,17,417.1,84
Georgia,Stewart,32,14,534.7,79
Georgia,Sumter,36,15,938.1,81
Georgia,Talbot,20,15,576.1,85
Georgia,Taliaferro,13,14,430.0,75
Georgia,Tattnall,36,17,564.5,75
Georgia,Taylor,46,15,491.3,85
Georgia,Telfair,31,15,512.9,90
Georgia,Terrell,35,14,1855.9,80
Georgia,Thomas,37,16,658.8,80
Georgia,Tift,38,15,766.0,85
Georgia,Toombs,45,16,796.3,84
Georgia,Towns,26,19,191.2,79
Georgia,Treutlen,28,16,430.3,85
Georgia,Troup,50,16,792.4,83
Georgia,Turner,39,15,753.7,83
Georgia,Twiggs,37,15,232.4,86
Georgia,Union,28,19,110.8,79
Georgia,Upson,22,16,493.6,88
Georgia,Walker,35,17,240.8,84
Georgia,Walton,32,16,321.0,82
Georgia,Ware,34,16,878.1,85
Georgia,Warren,50,14,565.7,87
Georgia,Washington,34,15,758.1,81
Georgia,Wayne,41,17,496.4,83
Georgia,Webster,23,15,460.7,93
Georgia,Wheeler,39,16,314.4,87
Georgia,White,26,19,186.7,84
Georgia,Whitfield,33,15,451.0,84
Georgia,Wilcox,35,16,443.2,86
Georgia,Wilkes,41,14,707.6,85
Georgia,Wilkinson,34,15,792.5,88
Georgia,Worth,44,16,443.2,86
Georgia,,25,23,541.8,67
Hawaii,Hawaii,26,24,345.8,72
Hawaii,Honolulu,24,21,578.7,65
Hawaii,Kalawao,12,18,,35
Hawaii,Kauai,24,25,228.7,79
Hawaii,Maui,25,23,342.8,74
Hawaii,,29,17,382.8,79
Idaho,Ada,25,20,463.4,81
Idaho,Adams,32,20,192.9,70
Idaho,Bannock,31,19,355.3,77
Idaho,Bear Lake,30,19,82.9,72
Idaho,Benewah,30,18,457.3,79
Idaho,Bingham,34,17,259.1,75
Idaho,Blaine,17,21,304.2,76
Idaho,Boise,30,20,164.6,68
Idaho,Bonner,25,21,254.8,73
Idaho,Bonneville,29,16,274.9,79
Idaho,Boundary,27,19,134.2,79
Idaho,Butte,26,19,,75
Idaho,Camas,30,18,,81
Idaho,Canyon,35,17,547.3,79
Idaho,Caribou,28,20,142.2,72
Idaho,Cassia,34,17,338.1,80
Idaho,Clark,27,15,,80
Idaho,Clearwater,34,19,245.7,76
Idaho,Custer,24,20,,62
Idaho,Elmore,36,18,559.2,79
Idaho,Franklin,29,17,132.7,81
Idaho,Fremont,29,18,152.7,79
Idaho,Gem,38,19,264.7,77
Idaho,Gooding,31,19,290.9,79
Idaho,Idaho,30,22,164.9,69
Idaho,Jefferson,36,18,101.9,76
Idaho,Jerome,32,17,389.4,79
Idaho,Kootenai,26,19,399.7,81
Idaho,Latah,26,19,439.8,66
Idaho,Lemhi,25,19,203.2,72
Idaho,Lewis,31,18,334.4,76
Idaho,Lincoln,30,17,376.1,72
Idaho,Madison,27,14,51.1,71
Idaho,Minidoka,31,17,284.6,83
Idaho,Nez Perce,30,20,393.7,82
Idaho,Oneida,32,19,90.4,77
Idaho,Owyhee,40,18,498.8,75
Idaho,Payette,38,18,396.3,82
Idaho,Power,39,18,315.8,74
Idaho,Shoshone,35,19,303.0,75
Idaho,Teton,19,20,79.1,65
Idaho,Twin Falls,31,18,428.8,82
Idaho,Valley,29,22,102.9,79
Idaho,Washington,36,19,345.8,70
Idaho,,30,22,604.0,73
Illinois,Adams,38,22,360.8,83
Illinois,Alexander,18,17,475.1,83
Illinois,Bond,28,21,277.3,79
Illinois,Boone,34,21,383.1,82
Illinois,Brown,21,22,104.2,84
Illinois,Bureau,32,22,291.8,83
Illinois,Calhoun,30,22,227.6,83
Illinois,Carroll,29,23,227.3,83
Illinois,Cass,33,20,463.8,82
Illinois,Champaign,30,21,781.8,71
Illinois,Christian,36,22,235.6,82
Illinois,Clark,31,22,234.7,81
Illinois,Clay,28,21,226.1,85
Illinois,Clinton,31,22,316.4,84
Illinois,Coles,33,20,617.6,77
Illinois,Cook,28,22,830.3,61
Illinois,Crawford,28,23,152.9,85
Illinois,Cumberland,25,22,220.0,85
Illinois,DeKalb,33,20,589.1,81
Illinois,De Witt,28,22,313.6,86
Illinois,Douglas,26,21,222.8,75
Illinois,DuPage,26,21,273.6,76
Illinois,Edgar,31,23,271.2,84
Illinois,Edwards,30,23,123.3,83
Illinois,Effingham,29,23,243.2,85
Illinois,Fayette,30,21,169.8,85
Illinois,Ford,29,22,248.5,77
Illinois,Franklin,33,20,343.2,83
Illinois,Fulton,25,21,199.4,85
Illinois,Gallatin,26,21,137.8,85
Illinois,Greene,25,22,174.6,84
Illinois,Grundy,32,22,239.2,88
Illinois,Hamilton,29,23,122.0,77
Illinois,Hancock,30,22,155.4,86
Illinois,Hardin,29,21,123.6,86
Illinois,Henderson,35,22,191.3,84
Illinois,Henry,33,23,269.6,87
Illinois,Iroquois,30,21,204.5,82
Illinois,Jackson,25,19,1063.8,78
Illinois,Jasper,24,22,125.3,81
Illinois,Jefferson,38,20,455.7,82
Illinois,Jersey,32,23,205.1,86
Illinois,Jo Daviess,26,23,236.2,79
Illinois,Johnson,23,22,170.5,84
Illinois,Kane,28,20,407.7,80
Illinois,Kankakee,38,20,615.8,82
Illinois,Kendall,35,23,341.5,83
Illinois,Knox,35,22,483.8,81
Illinois,Lake,25,21,459.7,77
Illinois,LaSalle,32,21,312.5,85
Illinois,Lawrence,30,21,185.6,83
Illinois,Lee,35,22,299.4,86
Illinois,Livingston,30,21,314.9,82
Illinois,Logan,35,21,458.2,80
Illinois,McDonough,36,21,924.6,76
Illinois,McHenry,33,24,229.4,83
Illinois,McLean,31,21,554.9,81
Illinois,Macon,36,21,767.5,85
Illinois,Macoupin,24,21,209.0,84
Illinois,Madison,36,23,503.0,86
Illinois,Marion,24,21,670.1,86
Illinois,Marshall,25,22,144.9,84
Illinois,Mason,28,22,291.7,79
Illinois,Massac,35,20,390.4,86
Illinois,Menard,27,22,228.7,83
Illinois,Mercer,34,23,217.7,88
Illinois,Monroe,32,24,181.8,85
Illinois,Montgomery,31,21,284.8,86
Illinois,Morgan,38,22,535.5,83
Illinois,Moultrie,24,23,265.5,77
Illinois,Ogle,37,22,278.1,81
Illinois,Peoria,39,19,949.1,83
Illinois,Perry,28,21,310.1,83
Illinois,Piatt,25,23,285.8,88
Illinois,Pike,29,21,233.9,78
Illinois,Pope,26,22,92.5,85
Illinois,Pulaski,19,18,490.1,85
Illinois,Putnam,26,23,227.0,86
Illinois,Randolph,38,22,259.1,86
Illinois,Richland,22,21,270.4,84
Illinois,Rock Island,35,21,479.9,84
Illinois,St. Clair,37,19,843.9,83
Illinois,Saline,27,20,460.5,84
Illinois,Sangamon,34,22,746.2,83
Illinois,Schuyler,25,21,156.4,77
Illinois,Scott,26,22,339.9,83
Illinois,Shelby,31,21,207.2,87
Illinois,Stark,23,21,257.6,84
Illinois,Stephenson,38,21,521.6,78
Illinois,Tazewell,30,22,265.1,87
Illinois,Union,31,21,288.2,85
Illinois,Vermilion,43,20,654.6,84
Illinois,Wabash,28,22,226.3,85
Illinois,Warren,38,21,291.3,79
Illinois,Washington,31,23,185.3,85
